"1","tuan_diem_my","my","Tuan Diem My","25/10/2006 12:40:51 (5884 ngay, 22 gio, 1 phut, 38 giay ago)","21/07/1999 12:34:13 (8537 ngay, 22 gio, 8 phut, 16 giay ago)","(08) 38576156/38578257","TuanDiemMy@gmail.com","649 Le Hong Phong, Ward 10, Dist.10, Tan Binh District, Ho Chi Minh City","07:57:17 ~ 13:53:59|15:07:03 ~ 22:57:12|00:18:16 ~ 07:11:29|02:41:08 ~ 14:36:32|11:47:53 ~ 19:20:39|15:20:09 ~ 17:29|14:17:52 ~ 16:53:46","268890|537780|1344450|11/10/2021 20:41:58 (419 ngay, 14 gio, 31 giay ago)"
"2","giao_dien_vy","vy","Giao Dien Vy","22/12/2002 07:13:07 (7288 ngay, 3 gio, 29 phut, 22 giay ago)","05/04/1997 17:16:00 (9374 ngay, 17 gio, 26 phut, 29 giay ago)","(84-73) 387 2833/(84-73) 387 2833","GiaoDienVy@gmail.com","Tan My Chanh Street, My Tho City, Hanoi, Ho Chi Minh City","15:07:03 ~ 22:57:12|00:18:16 ~ 07:11:29|02:41:08 ~ 14:36:32|11:47:53 ~ 19:20:39|15:20:09 ~ 17:29|14:17:52 ~ 16:53:46|07:55:53 ~ 14:40:24","105637|211274|528185|24/01/2022 13:17:24 (314 ngay, 21 gio, 25 phut, 5 giay ago)"
"3","cat_dieu_huyen","huyen","Cat Dieu Huyen","31/05/1988 10:04:10 (12606 ngay, 38 phut, 19 giay ago)","27/11/1981 04:10:37 (14983 ngay, 6 gio, 31 phut, 52 giay ago)","(780) 3847472","CatDieuHuyen@gmail.com","254B Highway 1, Ho Chi Minh City, Hanoi","00:18:16 ~ 07:11:29|02:41:08 ~ 14:36:32|11:47:53 ~ 19:20:39|15:20:09 ~ 17:29|14:17:52 ~ 16:53:46|07:55:53 ~ 14:40:24|13:48:16 ~ 22:11:15","139831|279662|699155|26/03/2020 21:59:19 (983 ngay, 12 gio, 43 phut, 10 giay ago)"
"4","chu_dieu_thuy","thuy","Chu Dieu Thuy","22/11/2008 18:39:48 (5125 ngay, 16 gio, 2 phut, 41 giay ago)","21/03/1994 06:59:44 (10486 ngay, 3 gio, 42 phut, 45 giay ago)","(84-4) 38 470 111/(84-4) 38 472 367/(84-4) 38 472 350","ChuDieuThuy@gmail.com","Floor 5, 81C Thuy Khue Street, Ho Chi Minh City, Ho Chi Minh City","02:41:08 ~ 14:36:32|11:47:53 ~ 19:20:39|15:20:09 ~ 17:29|14:17:52 ~ 16:53:46|07:55:53 ~ 14:40:24|13:48:16 ~ 22:11:15|00:23:36 ~ 02:37:40","143711|287422|718555|01/04/2021 06:17:20 (613 ngay, 4 gio, 25 phut, 9 giay ago)"
"5","ma_hanh_chi","chi","Ma Hanh Chi","17/08/2010 14:56:09 (4492 ngay, 19 gio, 46 phut, 20 giay ago)","19/07/1984 23:20:45 (14017 ngay, 11 gio, 21 phut, 44 giay ago)","(84-4) 3821 2668","MaHanhChi@gmail.com","9 Pham Dinh Ho Street, Hai Ba Trung, Ho Chi Minh City","11:47:53 ~ 19:20:39|15:20:09 ~ 17:29|14:17:52 ~ 16:53:46|07:55:53 ~ 14:40:24|13:48:16 ~ 22:11:15|00:23:36 ~ 02:37:40|12:37:43 ~ 21:43:23","161799|323598|808995|25/01/2021 04:51:40 (679 ngay, 5 gio, 50 phut, 49 giay ago)"
"6","anh_hieu_van","van","Anh Hieu Van","20/11/2002 00:50:31 (7320 ngay, 9 gio, 51 phut, 58 giay ago)","20/03/2001 18:32:34 (7929 ngay, 16 gio, 9 phut, 55 giay ago)","8.54046595","AnhHieuVan@gmail.com","300 Hai Ba Trung, District 3, Binh Thanh Dist., Hanoi","15:20:09 ~ 17:29|14:17:52 ~ 16:53:46|07:55:53 ~ 14:40:24|13:48:16 ~ 22:11:15|00:23:36 ~ 02:37:40|12:37:43 ~ 21:43:23|00:12:12 ~ 08:55:13","487177|974354|2435885|04/03/2022 14:48:18 (275 ngay, 19 gio, 54 phut, 11 giay ago)"
"7","mua_hoang_lan","lan","Mua Hoang Lan","02/07/1990 02:57:00 (11844 ngay, 7 gio, 45 phut, 29 giay ago)","21/07/1982 19:53:15 (14746 ngay, 14 gio, 49 phut, 14 giay ago)","(84-8) 9102127/9102183","MuaHoangLan@gmail.com","Floor 9, 41 Nguyen Thi Minh Khai St., Ben Nghe Ward, Tan Phong Ward, Ho Chi Minh City","14:17:52 ~ 16:53:46|07:55:53 ~ 14:40:24|13:48:16 ~ 22:11:15|00:23:36 ~ 02:37:40|12:37:43 ~ 21:43:23|00:12:12 ~ 08:55:13|05:45:55 ~ 20:40:25","468894|937788|2344470|11/03/2021 06:25:10 (634 ngay, 4 gio, 17 phut, 19 giay ago)"
"8","duc_hoang_thu","thu","Duc Hoang Thu","22/05/1995 05:05:35 (10059 ngay, 5 gio, 36 phut, 54 giay ago)","11/06/1992 19:31:00 (11133 ngay, 15 gio, 11 phut, 29 giay ago)","(84-4) 5729215","DucHoangThu@gmail.com","16B Da Nang St., May To Ward, Gia Lam District, Ho Chi Minh City","07:55:53 ~ 14:40:24|13:48:16 ~ 22:11:15|00:23:36 ~ 02:37:40|12:37:43 ~ 21:43:23|00:12:12 ~ 08:55:13|05:45:55 ~ 20:40:25|09:18:59 ~ 17:40:49","251660|503320|1258300|24/10/2021 19:03:15 (406 ngay, 15 gio, 39 phut, 14 giay ago)"
"9","thai_huyen_linh","linh","Thai Huyen Linh","17/07/2003 22:12:33 (7080 ngay, 12 gio, 29 phut, 56 giay ago)","16/04/1995 07:42:32 (10095 ngay, 2 gio, 59 phut, 57 giay ago)","(04) 36648767","ThaiHuyenLinh@gmail.com","907 Giai Phong, Giap Bat Ward, Ho Chi Minh City, Hanoi","13:48:16 ~ 22:11:15|00:23:36 ~ 02:37:40|12:37:43 ~ 21:43:23|00:12:12 ~ 08:55:13|05:45:55 ~ 20:40:25|09:18:59 ~ 17:40:49|03:06:57 ~ 21:17:10","498233|996466|2491165|30/01/2022 16:39:19 (308 ngay, 18 gio, 3 phut, 10 giay ago)"
"10","cai_huyen_tram","tram","Cai Huyen Tram","15/06/2000 09:32:40 (8208 ngay, 1 gio, 9 phut, 49 giay ago)","12/10/1994 11:47:00 (10280 ngay, 22 gio, 55 phut, 29 giay ago)","( 84-8) 38944992","CaiHuyenTram@gmail.com","No.3 , No.1 Street - Area 26B, Lien Chieu Dist., Ho Chi Minh City","00:23:36 ~ 02:37:40|12:37:43 ~ 21:43:23|00:12:12 ~ 08:55:13|05:45:55 ~ 20:40:25|09:18:59 ~ 17:40:49|03:06:57 ~ 21:17:10|02:18:53 ~ 18:57:56","442936|885872|2214680|31/08/2022 05:42:49 (96 ngay, 4 gio, 59 phut, 40 giay ago)"
